Time slots ,Load1,Load2
3190,0,38
3191,0,38
3192,0,38
3193,0,38
3194,0,38
3195,0,38
3196,0,38
3197,0,38
3198,18.967,56.967
3199,134.597,172.597
3200,271.011,309.011
3201,383.928,421.928
3202,310.193,348.193
3203,789.867,827.867
3204,749.419,787.419
3205,789.413,827.413
3206,720.838,758.838
3207,804.561,842.561
3208,543.961,581.961
3209,373.008,411.008
3210,117.508,155.508
3211,20.861,58.861
3212,0,38
3213,0,38
3214,0,38
3215,0,38
3216,0,38
3217,0,38
3218,0,38
3219,0,38
3220,0,38
3221,0,38
3222,17.697,55.697
3223,163.008,201.008
3224,391.422,429.422
3225,621.426,659.426
3226,777.653,815.653
3227,887.582,925.582
3228,1004.185,1042.185
3229,774.117,812.117
3230,880.079,918.079
3231,843.201,881.201
3232,559.921,597.921
3233,425.258,463.258
3234,185.71,223.71
3235,21.841,59.841
3236,0,38
3237,0,38
3238,0,38
3239,0,38
3240,0,38
3241,0,38
3242,0,38
3243,0,38
3244,0,38
3245,0,38
3246,17.525,55.525
3247,175.588,213.588
3248,421.389,459.389
3249,660.624,698.624
3250,863.295,901.295
3251,1009.977,1047.977
3252,1089.037,1127.037
3253,1090.26,1128.26
3254,1017.584,1055.584
3255,535.894,573.894
3256,675.232,713.232
3257,24.66,62.66
3258,136.253,174.253
3259,23.907,61.907
3260,0,38
3261,0,38
3262,0,38
3263,0,38
3264,0,38
3265,0,38
3266,0,38
3267,0,38
3268,0,38
3269,0,38
3270,9.462,47.462
3271,58.757,96.757
3272,392.759,430.759
3273,572.346,610.346
3274,487.395,525.395
3275,432.291,470.291
3276,827.185,865.185
3277,1053.959,1091.959
3278,981.428,1019.428
3279,417.997,455.997
3280,18.995,56.995
3281,418.265,456.265
3282,185.249,223.249
3283,24.037,62.037
3284,0,38
3285,0,38
3286,0,38
3287,0,38
3288,0,38
3289,0,38
3290,0,38
3291,0,38
3292,0,38
3293,0,38
3294,20.89,58.89
3295,52.212,90.212
3296,233.415,271.415
3297,403.421,441.421
3298,792.031,830.031
3299,788.267,826.267
3300,901.291,939.291
3301,845.341,883.341
3302,495.251,533.251
3303,783.016,821.016
3304,18.045,56.045
3305,160.145,198.145
3306,33.181,71.181
3307,6.619,44.619
3308,0,38
3309,0,38
3310,0,38
3311,0,38
3312,0,38
3313,0,38
3314,0,38
3315,0,38
3316,0,38
3317,0,38
3318,20.089,58.089
3319,169.742,207.742
3320,401.838,439.838
3321,635.291,673.291
3322,832.837,870.837
3323,977.189,1015.189
3324,882.918,920.918
3325,1059.909,1097.909
3326,990.564,1028.564
3327,852.979,890.979
3328,660.965,698.965
3329,430.607,468.607
3330,190.24,228.24
3331,21.671,59.671
3332,0,38
3333,0,38
3334,0,38
3335,0,38
3336,0,38
3337,0,38
3338,0,38
3339,0,38
3340,0,38
3341,0,38
3342,18.301,56.301
3343,173.823,211.823
3344,414.676,452.676
3345,649.197,687.197
3346,849.737,887.737
3347,993.944,1031.944
3348,1071.847,1109.847
3349,1076.161,1114.161
3350,1006.086,1044.086
3351,865.49,903.49
3352,670.941,708.941
3353,437.786,475.786
3354,194.932,232.932
3355,22.578,60.578
3356,0,38
3357,0,38
3358,0,38
3359,0,38
3360,0,38
3361,0,38
3362,0,38
3363,0,38
3364,0,38
3365,0,38
3366,18.297,56.297
3367,181.718,219.718
3368,427.433,465.433
3369,667.584,705.584
3370,869.084,907.084
3371,1014.287,1052.287
3372,1089.99,1127.99
3373,1091.46,1129.46
3374,1020.673,1058.673
3375,878.145,916.145
3376,679.473,717.473
3377,443.598,481.598
3378,184.984,222.984
3379,24.413,62.413
3380,0,38
3381,0,38
3382,0,38
3383,0,38
3384,0,38
3385,0,38
3386,0,38
3387,0,38
3388,0,38
3389,0,38
3390,17.39,55.39
3391,182.929,220.929
3392,429.012,467.012
3393,666.302,704.302
3394,806.849,844.849
3395,1010.003,1048.003
3396,1086.339,1124.339
3397,1090.85,1128.85
3398,1021.41,1059.41
3399,881.144,919.144
3400,685.02,723.02
3401,449.962,487.962
3402,203.211,241.211
3403,21.583,59.583
3404,0,38
3405,0,38
3406,0,38
3407,0,38
3408,0,38
3409,0,38
3410,0,38
3411,0,38
3412,0,38
3413,0,38
3414,20.077,58.077
3415,179.532,217.532
3416,423.465,461.465
3417,661.526,699.526
3418,863.55,901.55
3419,1010.688,1048.688
3420,1088.828,1126.828
3421,1094.4,1132.4
3422,1023.771,1061.771
3423,886.305,924.305
3424,690.05,728.05
3425,453.989,491.989
3426,205.783,243.783
3427,22.475,60.475
3428,0,38
3429,0,38
3430,0,38
3431,0,38
3432,0,38
3433,0,38
3434,0,38
3435,0,38
3436,0,38
3437,0,38
3438,18.242,56.242
3439,186.18,224.18
3440,434.53,472.53
3441,674.68,712.68
3442,877.135,915.135
3443,1023.752,1061.752
3444,1097.985,1135.985
3445,1097.785,1135.785
3446,1025.795,1063.795
3447,880.006,918.006
3448,681.844,719.844
3449,447.34,485.34
3450,202.883,240.883
3451,23.352,61.352
3452,0,38
3453,0,38
3454,0,38
3455,0,38
3456,0,38
3457,0,38
3458,0,38
3459,0,38
3460,0,38
3461,0,38
3462,20.041,58.041
3463,185.739,223.739
3464,430.466,468.466
3465,670.888,708.888
3466,872.066,910.066
3467,1018.894,1056.894
3468,1095.393,1133.393
3469,1096.285,1134.285
3470,1023.561,1061.561
3471,884.564,922.564
3472,687.851,725.851
3473,451.257,489.257
3474,206.489,244.489
3475,23.317,61.317
3476,0,38
3477,0,38
3478,0,38
3479,0,38
3480,0,38
3481,0,38
3482,0,38
3483,0,38
3484,0,38
3485,0,38
3486,21.88,59.88
3487,183.096,221.096
3488,429.335,467.335
3489,669.017,707.017
3490,871.963,909.963
3491,1018.257,1056.257
3492,1094.951,1132.951
3493,1097.87,1135.87
3494,1027.713,1065.713
3495,886.386,924.386
3496,689.34,727.34
3497,453.021,491.021
3498,207.043,245.043
3499,25.139,63.139
3500,0,38
3501,0,38
3502,0,38
3503,0,38
3504,0,38
3505,0,38
3506,0,38
3507,0,38
3508,0,38
3509,0,38
3510,20.901,58.901
3511,179.456,217.456
3512,421.408,459.408
3513,656.773,694.773
3514,858.443,896.443
3515,1004.084,1042.084
3516,1081.588,1119.588
3517,1087.532,1125.532
3518,1018.161,1056.161
3519,880.306,918.306
3520,684.062,722.062
3521,449.943,487.943
3522,205.596,243.596
3523,25.982,63.982
3524,0,38
3525,0,38
3526,0,38
3527,0,38
3528,0,38
3529,0,38
3530,0,38
3531,0,38
3532,0,38
3533,0,38
3534,21.829,59.829
3535,181.24,219.24
3536,423.341,461.341
3537,660.98,698.98
3538,863.263,901.263
3539,1010.756,1048.756
3540,1091.833,1129.833
3541,1096.951,1134.951
3542,1029.121,1067.121
3543,889.341,927.341
3544,692.448,730.448
3545,457.782,495.782
3546,210.522,248.522
3547,26.857,64.857
3548,0,38
3549,0,38
3550,0,38
3551,0,38
3552,0,38
3553,0,38
3554,0,38
3555,0,38
3556,0,38
3557,0,38
3558,19.948,57.948
3559,180.298,218.298
3560,418.862,456.862
3561,652.36,690.36
3562,848.898,886.898
3563,992.667,1030.667
3564,1062.77,1100.77
3565,1065.94,1103.94
3566,995.803,1033.803
3567,860.569,898.569
3568,666.555,704.555
3569,436.546,474.546
3570,200.013,238.013
3571,28.653,66.653
3572,0,38
3573,0,38
3574,0,38
3575,0,38
3576,0,38
3577,0,38
3578,0,38
3579,0,38
3580,0,38
3581,0,38
3582,21.775,59.775
3583,174.762,212.762
3584,406.982,444.982
3585,635.421,673.421
3586,827.563,865.563
3587,967.571,1005.571
3588,843.128,881.128
3589,682.537,720.537
3590,315.634,353.634
3591,52.372,90.372
3592,613.985,651.985
3593,408.896,446.896
3594,189.241,227.241
3595,27.785,65.785
3596,0,38
3597,0,38
3598,0,38
3599,0,38
3600,0,38
3601,0,38
3602,0,38
3603,0,38
3604,0,38
3605,0,38
3606,21.749,59.749
3607,174.211,212.211
3608,408.655,446.655
3609,639.319,677.319
3610,835.852,873.852
3611,978.284,1016.284
3612,1053.823,1091.823
3613,982.181,1020.181
3614,919.392,957.392
3615,351.451,389.451
3616,205.857,243.857
3617,140.584,178.584
3618,204.821,242.821
3619,27.458,65.458
3620,0,38
3621,0,38
3622,0,38
3623,0,38
3624,0,38
3625,0,38
3626,0,38
3627,0,38
3628,0,38
3629,0,38
3630,21.757,59.757
3631,180.38,218.38
3632,421.055,459.055
3633,656.914,694.914
3634,855.927,893.927
3635,1001.605,1039.605
3636,1077.866,1115.866
3637,1082.502,1120.502
3638,1013.688,1051.688
3639,875.276,913.276
3640,635.289,673.289
3641,450.928,488.928
3642,209.293,247.293
3643,27.363,65.363
3644,0,38
3645,0,38
3646,0,38
3647,0,38
3648,0,38
3649,0,38
3650,0,38
3651,0,38
3652,0,38
3653,0,38
3654,21.745,59.745
3655,179.021,217.021
3656,417.417,455.417
3657,650.908,688.908
3658,849.355,887.355
3659,992.527,1030.527
3660,1068.498,1106.498
3661,1073.277,1111.277
3662,1004.016,1042.016
3663,871.385,909.385
3664,513.492,551.492
3665,326.487,364.487
3666,207.952,245.952
3667,28.216,66.216
3668,0,38
3669,0,38
3670,0,38
3671,0,38
3672,0,38
3673,0,38
3674,0,38
3675,0,38
3676,0,38
3677,0,38
3678,5.672,43.672
3679,92.585,130.585
3680,391.449,429.449
3681,416.876,454.876
3682,729.27,767.27
3683,971.556,1009.556
3684,1042.335,1080.335
3685,928.265,966.265
3686,803.535,841.535
3687,60.003,98.003
3688,418.616,456.616
3689,339.256,377.256
3690,187.914,225.914
3691,38.03,76.03
3692,0,38
3693,0,38
3694,0,38
3695,0,38
3696,0,38
3697,0,38
3698,0,38
3699,0,38
3700,0,38
3701,0,38
3702,25.654,63.654
3703,172.447,210.447
3704,396.827,434.827
3705,623.666,661.666
3706,813.328,851.328
3707,953.978,991.978
3708,1027.145,1065.145
3709,1031.918,1069.918
3710,966.529,1004.529
3711,836.726,874.726
3712,432.894,470.894
3713,21.817,59.817
3714,5.679,43.679
3715,32.587,70.587
3716,0,38
3717,0,38
3718,0,38
3719,0,38
3720,0,38
3721,0,38
3722,0,38
3723,0,38
3724,0,38
3725,0,38
3726,24.031,62.031
3727,171.705,209.705
3728,398.463,436.463
3729,626.481,664.481
3730,817.368,855.368
3731,958.547,996.547
3732,1032.694,1070.694
3733,1042.639,1080.639
3734,980.705,1018.705
3735,848.747,886.747
3736,532.021,570.021
3737,359.293,397.293
3738,190.952,228.952
3739,33.186,71.186
3740,0,38
3741,0,38
3742,0,38
3743,0,38
3744,0,38
3745,0,38
3746,0,38
3747,0,38
3748,0,38
3749,0,38
3750,23.688,61.688
3751,144.801,182.801
3752,405.063,443.063
3753,633.337,671.337
3754,812.125,850.125
3755,993.73,1031.73
3756,1068.598,1106.598
3757,1071.023,1109.023
3758,908.151,946.151
3759,796.706,834.706
3760,455.689,493.689
3761,289.982,327.982
3762,164.281,202.281
3763,36.019,74.019
3764,0,38
3765,0,38
3766,0,38
3767,0,38
3768,0,38
3769,0,38
3770,0,38
3771,0,38
3772,0,38
3773,0,38
3774,24.858,62.858
3775,179.012,217.012
3776,417.24,455.24
3777,650.895,688.895
3778,849.666,887.666
3779,995,1033
3780,1072.077,1110.077
3781,1078.648,1116.648
3782,1014.355,1052.355
3783,883.762,921.762
3784,692.093,730.093
3785,460.603,498.603
3786,219.801,257.801
3787,28.718,66.718
3788,0,38
3789,0,38
3790,0,38
3791,0,38
3792,0,38
3793,0,38
3794,0,38
3795,0,38
3796,0,38
3797,0,38
3798,21.707,59.707
3799,179.743,217.743
3800,416.226,454.226
3801,648.64,686.64
3802,844.876,882.876
3803,988.363,1026.363
3804,1062.859,1100.859
3805,1067.602,1105.602
3806,998.805,1036.805
3807,862.201,900.201
3808,671.172,709.172
3809,441.594,479.594
3810,209.747,247.747
3811,32.318,70.318
3812,0,38
3813,0,38
3814,0,38
3815,0,38
3816,0,38
3817,0,38
3818,0,38
3819,0,38
3820,0,38
3821,0,38
3822,27.083,65.083
3823,164.531,202.531
3824,367.456,405.456
3825,606.298,644.298
3826,804.126,842.126
3827,944.773,982.773
3828,1021.294,1059.294
3829,1030.88,1068.88
3830,969.447,1007.447
3831,592.355,630.355
3832,455.526,493.526
3833,336.202,374.202
3834,187.674,225.674
3835,33.837,71.837
3836,0,38
3837,0,38
3838,0,38
3839,0,38
3840,0,38
3841,0,38
3842,0,38
3843,0,38
3844,0,38
3845,0,38
3846,24.84,62.84
3847,170.291,208.291
3848,393.644,431.644
3849,620.332,658.332
3850,812.496,850.496
3851,954.626,992.626
3852,1030.782,1068.782
3853,1036.68,1074.68
3854,972.943,1010.943
3855,842.662,880.662
3856,661.829,699.829
3857,318.299,356.299
3858,178.093,216.093
3859,30.333,68.333
3860,0,38
3861,0,38
3862,0,38
3863,0,38
3864,0,38
3865,0,38
3866,0,38
3867,0,38
3868,0,38
3869,0,38
3870,25.647,63.647
3871,169.446,207.446
3872,389.834,427.834
3873,612.319,650.319
3874,798.992,836.992
3875,938.584,976.584
3876,772.112,810.112
3877,275.342,313.342
3878,577.171,615.171
3879,696.892,734.892
3880,153.371,191.371
3881,22.768,60.768
3882,38.885,76.885
3883,33.662,71.662
3884,0,38
3885,0,38
3886,0,38
3887,0,38
3888,0,38
3889,0,38
3890,0,38
3891,0,38
3892,0,38
3893,0,38
3894,25.665,63.665
3895,172.493,210.493
3896,396.554,434.554
3897,625.063,663.063
3898,817.218,855.218
3899,957.975,995.975
3900,1033.927,1071.927
3901,1039.127,1077.127
3902,974.67,1012.67
3903,845.648,883.648
3904,610.405,648.405
3905,440.188,478.188
3906,210.73,248.73
3907,33.057,71.057
3908,0,38
3909,0,38
3910,0,38
3911,0,38
3912,0,38
3913,0,38
3914,0,38
3915,0,38
3916,0,38
3917,0,38
3918,24.84,62.84
3919,170.314,208.314
3920,395.398,433.398
3921,623.838,661.838
3922,817.257,855.257
3923,960.122,998.122
3924,1040.531,1078.531
3925,1048.99,1086.99
3926,986.44,1024.44
3927,855.298,893.298
3928,671.165,709.165
3929,447.188,485.188
3930,215.012,253.012
3931,33.786,71.786
3932,0,38
3933,0,38
3934,0,38
3935,0,38
3936,0,38
3937,0,38
3938,0,38
3939,0,38
3940,0,38
3941,0,38
3942,24.84,62.84
3943,168.795,206.795
3944,393.744,431.744
3945,620.524,658.524
3946,811.383,849.383
3947,955.066,993.066
3948,1033.414,1071.414
3949,1042.037,1080.037
3950,980.026,1018.026
3951,849.922,887.922
3952,667.403,705.403
3953,444.474,482.474
3954,214.368,252.368
3955,32.9,70.9
3956,0,38
3957,0,38
3958,0,38
3959,0,38
3960,0,38
3961,0,38
3962,0,38
3963,0,38
3964,0,38
3965,0,38
3966,23.619,61.619
3967,170.894,208.894
3968,401.805,439.805
3969,628.058,666.058
3970,819.338,857.338
3971,957.871,995.871
3972,1030.2,1068.2
3973,1033.806,1071.806
3974,966.283,1004.283
3975,828.612,866.612
3976,607.322,645.322
3977,211.72,249.72
3978,102.754,140.754
3979,35.43,73.43
3980,0,38
3981,0,38
3982,0,38
3983,0,38
3984,0,38
3985,0,38
3986,0,38
3987,0,38
3988,0,38
3989,0,38
3990,26.473,64.473
3991,151.547,189.547
3992,383.502,421.502
3993,606.301,644.301
3994,794.143,832.143
3995,933.104,971.104
3996,1007.276,1045.276
3997,940.621,978.621
3998,35.28,73.28
3999,41.894,79.894
4000,80.895,118.895
4001,228.81,266.81
4002,135.573,173.573
4003,35.454,73.454
4004,0,38
4005,0,38
4006,0,38
4007,0,38
4008,0,38
4009,0,38
4010,0,38
4011,0,38
4012,0,38
4013,0,38
4014,28.583,66.583
4015,145.166,183.166
4016,238.589,276.589
4017,577.074,615.074
4018,783.515,821.515
4019,864.896,902.896
4020,916.543,954.543
4021,960.105,998.105
4022,897.477,935.477
4023,782.741,820.741
4024,607.69,645.69
4025,359.246,397.246
4026,206.429,244.429
4027,44.859,82.859
4028,0,38
4029,0,38
4030,0,38
4031,0,38
4032,0,38
4033,0,38
4034,0,38
4035,0,38
4036,0,38
4037,0,38
4038,24.06,62.06
4039,169.391,207.391
4040,399.458,437.458
4041,629.394,667.394
4042,826.747,864.747
4043,971.459,1009.459
4044,1054.019,1092.019
4045,1065.684,1103.684
4046,1004.898,1042.898
4047,877.012,915.012
4048,691.375,729.375
4049,464.903,502.903
4050,227.739,265.739
4051,28.927,66.927
4052,0,38
4053,0,38
4054,0,38
4055,0,38
4056,0,38
4057,0,38
4058,0,38
4059,0,38
4060,0,38
4061,0,38
4062,21.77,59.77
4063,170.454,208.454
4064,405.862,443.862
4065,579.793,617.793
4066,819.391,857.391
4067,974.406,1012.406
4068,1048.992,1086.992
4069,1054.857,1092.857
4070,990.943,1028.943
4071,798.327,836.327
4072,676.002,714.002
4073,453.064,491.064
4074,220.981,258.981
4075,35.507,73.507
4076,0,38
4077,0,38
4078,0,38
4079,0,38
4080,0,38
4081,0,38
4082,0,38
4083,0,38
4084,0,38
4085,0,38
4086,24.059,62.059
4087,165.222,203.222
4088,386.973,424.973
4089,610.078,648.078
4090,797.337,835.337
4091,935.885,973.885
4092,1006.644,1044.644
4093,1011.957,1049.957
4094,151.842,189.842
4095,393.1,431.1
4096,346.865,384.865
4097,394.252,432.252
4098,145.026,183.026
4099,34.702,72.702
4100,0,38
4101,0,38
4102,0,38
4103,0,38
4104,0,38
4105,0,38
4106,0,38
4107,0,38
4108,0,38
4109,0,38
4110,24.063,62.063
4111,163.197,201.197
4112,385.596,423.596
4113,612.342,650.342
4114,805.104,843.104
4115,946.402,984.402
4116,1024.338,1062.338
4117,1034.304,1072.304
4118,973.973,1011.973
4119,845.366,883.366
4120,665.941,703.941
4121,446.878,484.878
4122,218.313,256.313
4123,32.692,70.692
4124,0,38
4125,0,38
4126,0,38
4127,0,38
4128,0,38
4129,0,38
4130,0,38
4131,0,38
4132,0,38
4133,0,38
4134,24.069,62.069
4135,162.12,200.12
4136,382.807,420.807
4137,607.572,645.572
4138,798.199,836.199
4139,938.596,976.596
4140,1014.437,1052.437
4141,1023.39,1061.39
4142,962.81,1000.81
4143,25.699,63.699
4144,19.952,57.952
4145,79.862,117.862
4146,152.971,190.971
4147,43.408,81.408
4148,0,38
4149,0,38
4150,0,38
4151,0,38
4152,0,38
4153,0,38
4154,0,38
4155,0,38
4156,0,38
4157,0,38
4158,23.214,61.214
4159,161.617,199.617
4160,384.153,422.153
4161,612.578,650.578
4162,808.311,846.311
4163,954.074,992.074
4164,1029.904,1067.904
4165,1042.16,1080.16
4166,984.453,1022.453
4167,860.71,898.71
4168,678.99,716.99
4169,454.711,492.711
4170,225.038,263.038
4171,36.176,74.176
4172,0,38
4173,0,38
4174,0,38
4175,0,38
4176,0,38
4177,0,38
4178,0,38
4179,0,38
4180,0,38
4181,0,38
4182,20.916,58.916
4183,163.493,201.493
4184,395.981,433.981
4185,624.543,662.543
4186,819.423,857.423
4187,963.572,1001.572
4188,1038.763,1076.763
4189,1048.551,1086.551
4190,987.619,1025.619
4191,858.46,896.46
4192,675.714,713.714
4193,455.834,493.834
4194,224.177,262.177
4195,34.565,72.565
4196,0,38
4197,0,38
4198,0,38
4199,0,38
4200,0,38
4201,0,38
4202,0,38
4203,0,38
4204,0,38
4205,0,38
4206,22.465,60.465
4207,160.611,198.611
4208,382.888,420.888
4209,607.078,645.078
4210,796.746,834.746
4211,939.047,977.047
4212,1019.222,1057.222
4213,1030.886,1068.886
4214,974.494,1012.494
4215,850.587,888.587
4216,671.668,709.668
4217,454.175,492.175
4218,223.493,261.493
4219,34.847,72.847
4220,0,38
4221,0,38
4222,0,38
4223,0,38
4224,0,38
4225,0,38
4226,0,38
4227,0,38
4228,0,38
4229,0,38
4230,21.903,59.903
4231,162.777,200.777
4232,393.986,431.986
4233,624.439,662.439
4234,822.973,860.973
4235,970.705,1008.705
4236,1050.45,1088.45
4237,1063.69,1101.69
4238,1003.275,1041.275
4239,872.312,910.312
4240,689.159,727.159
4241,465.315,503.315
4242,229.01,267.01
4243,37.084,75.084
4244,0,38
4245,0,38
4246,0,38
4247,0,38
4248,0,38
4249,0,38
4250,0,38
4251,0,38
4252,0,38
4253,0,38
4254,24.084,62.084
4255,156.209,194.209
4256,372.496,410.496
4257,597.015,635.015
4258,788.971,826.971
4259,933.442,971.442
4260,1013.353,1051.353
4261,1026.281,1064.281
4262,969.876,1007.876
4263,847.657,885.657
4264,662.677,700.677
4265,298.325,336.325
4266,102.21,140.21
4267,9.459,47.459
4268,0,38
4269,0,38
4270,0,38
4271,0,38
4272,0,38
4273,0,38
4274,0,38
4275,0,38
4276,0,38
4277,0,38
4278,23.278,61.278
4279,152.823,190.823
4280,364.755,402.755
4281,587.584,625.584
4282,780.93,818.93
4283,922.097,960.097
4284,997.63,1035.63
4285,1012.559,1050.559
4286,958.308,996.308
4287,835.639,873.639
4288,141.659,179.659
4289,64.614,102.614
4290,40.787,78.787
4291,33.092,71.092
4292,0,38
4293,0,38
4294,0,38
4295,0,38
4296,0,38
4297,0,38
4298,0,38
4299,0,38
4300,0,38
4301,0,38
4302,20.87,58.87
4303,154.1,192.1
4304,371.714,409.714
4305,594.436,632.436
4306,783.057,821.057
4307,925.591,963.591
4308,878.625,916.625
4309,1019.025,1057.025
4310,962.98,1000.98
4311,841.451,879.451
4312,286.878,324.878
4313,377.559,415.559
4314,182.902,220.902
4315,33.741,71.741
4316,0,38
4317,0,38
4318,0,38
4319,0,38
4320,0,38
4321,0,38
4322,0,38
4323,0,38
4324,0,38
4325,0,38
4326,20.877,58.877
4327,153.916,191.916
4328,374.957,412.957
4329,600.896,638.896
4330,793.434,831.434
4331,938.552,976.552
4332,1019.501,1057.501
4333,1034.1,1072.1
4334,977.37,1015.37
4335,851.975,889.975
4336,674.149,712.149
4337,454.874,492.874
4338,231.553,269.553
4339,34.42,72.42
4340,0,38
4341,0,38
4342,0,38
4343,0,38
4344,0,38
4345,0,38
4346,0,38
4347,0,38
4348,0,38
4349,0,38
4350,20.138,58.138
4351,158.531,196.531
4352,388.934,426.934
4353,619.184,657.184
4354,818.523,856.523
4355,965.634,1003.634
4356,1047.904,1085.904
4357,1059.182,1097.182
4358,998.873,1036.873
4359,475.893,513.893
4360,643.528,681.528
4361,422.687,460.687
4362,229.069,267.069
4363,38.147,76.147
4364,0,38
4365,0,38
4366,0,38
4367,0,38
4368,0,38
4369,0,38
4370,0,38
4371,0,38
4372,0,38
4373,0,38
4374,20.883,58.883
4375,122.989,160.989
4376,54.124,92.124
4377,181.351,219.351
4378,769.016,807.016
4379,769.437,807.437
4380,924.54,962.54
4381,974.011,1012.011
4382,971.429,1009.429
4383,848.703,886.703
4384,589.47,627.47
4385,451.284,489.284
4386,223.971,261.971
4387,38.811,76.811
4388,0,38
4389,0,38
4390,0,38
4391,0,38
4392,0,38
4393,0,38
4394,0,38
4395,0,38
4396,0,38
4397,0,38
4398,21.729,59.729
4399,141.001,179.001
4400,288.813,326.813
4401,529.513,567.513
4402,790.088,828.088
4403,933.69,971.69
4404,1012.164,1050.164
4405,1020.29,1058.29
4406,959.462,997.462
4407,836.028,874.028
4408,659.846,697.846
4409,446.116,484.116
4410,220.329,258.329
4411,37.245,75.245
4412,0,38
4413,0,38
4414,0,38
4415,0,38
4416,0,38
4417,0,38
4418,0,38
4419,0,38
4420,0,38
4421,0,38
4422,16.559,54.559
4423,150.076,188.076
4424,374.255,412.255
4425,598.593,636.593
4426,791.552,829.552
4427,935.51,973.51
4428,1017.843,1055.843
4429,1030.619,1068.619
4430,972.715,1010.715
4431,850.327,888.327
4432,613.204,651.204
4433,202.183,240.183
4434,168.12,206.12
4435,28.451,66.451
4436,0,38
4437,0,38
4438,0,38
4439,0,38
4440,0,38
4441,0,38
4442,0,38
4443,0,38
4444,0,38
4445,0,38
4446,19.336,57.336
4447,150.866,188.866
4448,370.723,408.723
4449,602.205,640.205
4450,796.617,834.617
4451,942.432,980.432
4452,1023.859,1061.859
4453,1036.9,1074.9
4454,978.623,1016.623
4455,854.293,892.293
4456,313.536,351.536
4457,190.979,228.979
4458,128.322,166.322
4459,40.732,78.732
4460,0,38
4461,0,38
4462,0,38
4463,0,38
4464,0,38
4465,0,38
4466,0,38
4467,0,38
4468,0,38
4469,0,38
4470,0,38
4471,15.149,53.149
4472,11.374,49.374
4473,457.923,495.923
4474,699.408,737.408
4475,716.433,754.433
4476,1014.447,1052.447
4477,1026.526,1064.526
4478,877.218,915.218
4479,281.079,319.079
4480,518.756,556.756
4481,386.849,424.849
4482,221.668,259.668
4483,33.493,71.493
4484,0,38
4485,0,38
4486,0,38
4487,0,38
4488,0,38
4489,0,38
4490,0,38
4491,0,38
4492,0,38
4493,0,38
4494,15.727,53.727
4495,149.8,187.8
4496,375.53,413.53
4497,341.395,379.395
4498,794.867,832.867
4499,938.169,976.169
4500,1018.739,1056.739
4501,1029.924,1067.924
4502,972.26,1010.26
4503,848.978,886.978
4504,670.989,708.989
4505,454.493,492.493
4506,104.599,142.599
4507,32.062,70.062
4508,0,38
4509,0,38
4510,0,38
4511,0,38
4512,0,38
4513,0,38
4514,0,38
4515,0,38
4516,0,38
4517,0,38
4518,16.654,54.654
4519,146.738,184.738
4520,370.955,408.955
4521,595.896,633.896
4522,790.059,828.059
4523,935.368,973.368
4524,1017.175,1055.175
4525,1029.369,1067.369
4526,973.176,1011.176
4527,850.213,888.213
4528,671.4,709.4
4529,454.316,492.316
4530,224.062,262.062
4531,34.527,72.527
4532,0,38
4533,0,38
4534,0,38
4535,0,38
4536,0,38
4537,0,38
4538,0,38
4539,0,38
4540,0,38
4541,0,38
4542,15.788,53.788
4543,145.029,183.029
4544,369.633,407.633
4545,593.835,631.835
4546,787.916,825.916
4547,931.094,969.094
4548,1010.521,1048.521
4549,1020.928,1058.928
4550,961.347,999.347
4551,763.059,801.059
4552,153.557,191.557
4553,54.141,92.141
4554,125.465,163.465
4555,38.085,76.085
4556,0,38
4557,0,38
4558,0,38
4559,0,38
4560,0,38
4561,0,38
4562,0,38
4563,0,38
4564,0,38
4565,0,38
4566,0,38
4567,8.517,46.517
4568,332.388,370.388
4569,380.038,418.038
4570,603.963,641.963
4571,586.752,624.752
4572,828.422,866.422
4573,812.852,850.852
4574,655.434,693.434
4575,375.852,413.852
4576,38.024,76.024
4577,221.92,259.92
4578,218.955,256.955
4579,36.087,74.087
4580,0,38
4581,0,38
4582,0,38
4583,0,38
4584,0,38
4585,0,38
4586,0,38
4587,0,38
4588,0,38
4589,0,38
4590,0,38
4591,6.623,44.623
4592,82.655,120.655
4593,140.697,178.697
4594,191.074,229.074
4595,189.816,227.816
4596,409.607,447.607
4597,569.759,607.759
4598,804.528,842.528
4599,441.816,479.816
4600,355.507,393.507
4601,460.111,498.111
4602,229.422,267.422
4603,30.625,68.625
4604,0,38
4605,0,38
4606,0,38
4607,0,38
4608,0,38
4609,0,38
4610,0,38
4611,0,38
4612,0,38
4613,0,38
4614,14.113,52.113
4615,147.4,185.4
4616,377.06,415.06
4617,607.29,645.29
4618,805.885,843.885
4619,954.315,992.315
4620,1038.767,1076.767
4621,1051.973,1089.973
4622,994.098,1032.098
4623,868.088,906.088
4624,686.182,724.182
4625,465.732,503.732
4626,230.813,268.813
4627,30.681,68.681
4628,0,38
4629,0,38
4630,0,38
4631,0,38
4632,0,38
4633,0,38
4634,0,38
4635,0,38
4636,0,38
4637,0,38
4638,14.997,52.997
4639,142.425,180.425
4640,369.134,407.134
4641,596.429,634.429
4642,794.045,832.045
4643,769.699,807.699
4644,1023.563,1061.563
4645,1035.674,1073.674
4646,978.863,1016.863
4647,855.005,893.005
4648,368.767,406.767
4649,124.338,162.338
4650,12.31,50.31
4651,31.313,69.313
4652,0,38
4653,0,38
4654,0,38
4655,0,38
4656,0,38
4657,0,38
4658,0,38
4659,0,38
