Time slots,Output1 ,Output2 
3197,0,0
3198,18.967,18.967
3199,134.597,134.597
3200,271.011,271.011
3201,383.928,383.928
3202,310.193,310.193
3203,789.867,789.867
3204,749.419,749.419
3205,789.413,789.413
3206,720.838,720.838
3207,804.561,804.561
3208,543.961,543.961
3209,373.008,373.008
3210,117.508,117.508
3211,20.861,20.861
3212,0,0
3213,0,0
3214,0,0
3215,0,0
3216,0,0
3217,0,0
3218,0,0
3219,0,0
3220,0,0
3221,0,0
3222,17.697,17.697
3223,163.008,163.008
3224,391.422,391.422
3225,621.426,621.426
3226,777.653,777.653
3227,887.582,887.582
3228,1004.185,1004.185
3229,774.117,774.117
3230,880.079,880.079
3231,843.201,843.201
3232,559.921,559.921
3233,425.258,425.258
3234,185.71,185.71
3235,21.841,21.841
3236,0,0
3237,0,0
3238,0,0
3239,0,0
3240,0,0
3241,0,0
3242,0,0
3243,0,0
3244,0,0
3245,0,0
3246,17.525,17.525
3247,175.588,175.588
3248,421.389,421.389
3249,660.624,660.624
3250,863.295,863.295
3251,1009.977,1009.977
3252,1089.037,1089.037
3253,1090.26,1090.26
3254,1017.584,1017.584
3255,535.894,535.894
3256,675.232,675.232
3257,24.66,24.66
3258,136.253,136.253
3259,23.907,23.907
3260,0,0
3261,0,0
3262,0,0
3263,0,0
3264,0,0
3265,0,0
3266,0,0
3267,0,0
3268,0,0
3269,0,0
3270,9.462,9.462
3271,58.757,58.757
3272,392.759,392.759
3273,572.346,572.346
3274,487.395,487.395
3275,432.291,432.291
3276,827.185,827.185
3277,1053.959,1053.959
3278,981.428,981.428
3279,417.997,417.997
3280,18.995,18.995
3281,418.265,418.265
3282,185.249,185.249
3283,24.037,24.037
3284,0,0
3285,0,0
3286,0,0
3287,0,0
3288,0,0
3289,0,0
3290,0,0
3291,0,0
3292,0,0
3293,0,0
3294,20.89,20.89
3295,52.212,52.212
3296,233.415,233.415
3297,403.421,403.421
3298,792.031,792.031
3299,788.267,788.267
3300,901.291,901.291
3301,845.341,845.341
3302,495.251,495.251
3303,783.016,783.016
3304,18.045,18.045
3305,160.145,160.145
3306,33.181,33.181
3307,6.619,6.619
3308,0,0
3309,0,0
3310,0,0
3311,0,0
3312,0,0
3313,0,0
3314,0,0
3315,0,0
3316,0,0
3317,0,0
3318,20.089,20.089
3319,169.742,169.742
3320,401.838,401.838
3321,635.291,635.291
3322,832.837,832.837
3323,977.189,977.189
3324,882.918,882.918
3325,1059.909,1059.909
3326,990.564,990.564
3327,852.979,852.979
3328,660.965,660.965
3329,430.607,430.607
3330,190.24,190.24
3331,21.671,21.671
3332,0,0
3333,0,0
3334,0,0
3335,0,0
3336,0,0
3337,0,0
3338,0,0
3339,0,0
3340,0,0
3341,0,0
3342,18.301,18.301
3343,173.823,173.823
3344,414.676,414.676
3345,649.197,649.197
3346,849.737,849.737
3347,993.944,993.944
3348,1071.847,1071.847
3349,1076.161,1076.161
3350,1006.086,1006.086
3351,865.49,865.49
3352,670.941,670.941
3353,437.786,437.786
3354,194.932,194.932
3355,22.578,22.578
3356,0,0
3357,0,0
3358,0,0
3359,0,0
3360,0,0
3361,0,0
3362,0,0
3363,0,0
3364,0,0
3365,0,0
3366,18.297,18.297
3367,181.718,181.718
3368,427.433,427.433
3369,667.584,667.584
3370,869.084,869.084
3371,1014.287,1014.287
3372,1089.99,1089.99
3373,1091.46,1091.46
3374,1020.673,1020.673
3375,878.145,878.145
3376,679.473,679.473
3377,443.598,443.598
3378,184.984,184.984
3379,24.413,24.413
3380,0,0
3381,0,0
3382,0,0
3383,0,0
3384,0,0
3385,0,0
3386,0,0
3387,0,0
3388,0,0
3389,0,0
3390,17.39,17.39
3391,182.929,182.929
3392,429.012,429.012
3393,666.302,666.302
3394,806.849,806.849
3395,1010.003,1010.003
3396,1086.339,1086.339
3397,1090.85,1090.85
3398,1021.41,1021.41
3399,881.144,881.144
3400,685.02,685.02
3401,449.962,449.962
3402,203.211,203.211
3403,21.583,21.583
3404,0,0
3405,0,0
3406,0,0
3407,0,0
3408,0,0
3409,0,0
3410,0,0
3411,0,0
3412,0,0
3413,0,0
3414,20.077,20.077
3415,179.532,179.532
3416,423.465,423.465
3417,661.526,661.526
3418,863.55,863.55
3419,1010.688,1010.688
3420,1088.828,1088.828
3421,1094.4,1094.4
3422,1023.771,1023.771
3423,886.305,886.305
3424,690.05,690.05
3425,453.989,453.989
3426,205.783,205.783
3427,22.475,22.475
3428,0,0
3429,0,0
3430,0,0
3431,0,0
3432,0,0
3433,0,0
3434,0,0
3435,0,0
3436,0,0
3437,0,0
3438,18.242,18.242
3439,186.18,186.18
3440,434.53,434.53
3441,674.68,674.68
3442,877.135,877.135
3443,1023.752,1023.752
3444,1097.985,1097.985
3445,1097.785,1097.785
3446,1025.795,1025.795
3447,880.006,880.006
3448,681.844,681.844
3449,447.34,447.34
3450,202.883,202.883
3451,23.352,23.352
3452,0,0
3453,0,0
3454,0,0
3455,0,0
3456,0,0
3457,0,0
3458,0,0
3459,0,0
3460,0,0
3461,0,0
3462,20.041,20.041
3463,185.739,185.739
3464,430.466,430.466
3465,670.888,670.888
3466,872.066,872.066
3467,1018.894,1018.894
3468,1095.393,1095.393
3469,1096.285,1096.285
3470,1023.561,1023.561
3471,884.564,884.564
3472,687.851,687.851
3473,451.257,451.257
3474,206.489,206.489
3475,23.317,23.317
3476,0,0
3477,0,0
3478,0,0
3479,0,0
3480,0,0
3481,0,0
3482,0,0
3483,0,0
3484,0,0
3485,0,0
3486,21.88,21.88
3487,183.096,183.096
3488,429.335,429.335
3489,669.017,669.017
3490,871.963,871.963
3491,1018.257,1018.257
3492,1094.951,1094.951
3493,1097.87,1097.87
3494,1027.713,1027.713
3495,886.386,886.386
3496,689.34,689.34
3497,453.021,453.021
3498,207.043,207.043
3499,25.139,25.139
3500,0,0
3501,0,0
3502,0,0
3503,0,0
3504,0,0
3505,0,0
3506,0,0
3507,0,0
3508,0,0
3509,0,0
3510,20.901,20.901
3511,179.456,179.456
3512,421.408,421.408
3513,656.773,656.773
3514,858.443,858.443
3515,1004.084,1004.084
3516,1081.588,1081.588
3517,1087.532,1087.532
3518,1018.161,1018.161
3519,880.306,880.306
3520,684.062,684.062
3521,449.943,449.943
3522,205.596,205.596
3523,25.982,25.982
3524,0,0
3525,0,0
3526,0,0
3527,0,0
3528,0,0
3529,0,0
3530,0,0
3531,0,0
3532,0,0
3533,0,0
3534,21.829,21.829
3535,181.24,181.24
3536,423.341,423.341
3537,660.98,660.98
3538,863.263,863.263
3539,1010.756,1010.756
3540,1091.833,1091.833
3541,1096.951,1096.951
3542,1029.121,1029.121
3543,889.341,889.341
3544,692.448,692.448
3545,457.782,457.782
3546,210.522,210.522
3547,26.857,26.857
3548,0,0
3549,0,0
3550,0,0
3551,0,0
3552,0,0
3553,0,0
3554,0,0
3555,0,0
3556,0,0
3557,0,0
3558,19.948,19.948
3559,180.298,180.298
3560,418.862,418.862
3561,652.36,652.36
3562,848.898,848.898
3563,992.667,992.667
3564,1062.77,1062.77
3565,1065.94,1065.94
3566,995.803,995.803
3567,860.569,860.569
3568,666.555,666.555
3569,436.546,436.546
3570,200.013,200.013
3571,28.653,28.653
3572,0,0
3573,0,0
3574,0,0
3575,0,0
3576,0,0
3577,0,0
3578,0,0
3579,0,0
3580,0,0
3581,0,0
3582,21.775,21.775
3583,174.762,174.762
3584,406.982,406.982
3585,635.421,635.421
3586,827.563,827.563
3587,967.571,967.571
3588,843.128,843.128
3589,682.537,682.537
3590,315.634,315.634
3591,52.372,52.372
3592,613.985,613.985
3593,408.896,408.896
3594,189.241,189.241
3595,27.785,27.785
3596,0,0
3597,0,0
3598,0,0
3599,0,0
3600,0,0
3601,0,0
3602,0,0
3603,0,0
3604,0,0
3605,0,0
3606,21.749,21.749
3607,174.211,174.211
3608,408.655,408.655
3609,639.319,639.319
3610,835.852,835.852
3611,978.284,978.284
3612,1053.823,1053.823
3613,982.181,982.181
3614,919.392,919.392
3615,351.451,351.451
3616,205.857,205.857
3617,140.584,140.584
3618,204.821,204.821
3619,27.458,27.458
3620,0,0
3621,0,0
3622,0,0
3623,0,0
3624,0,0
3625,0,0
3626,0,0
3627,0,0
3628,0,0
3629,0,0
3630,21.757,21.757
3631,180.38,180.38
3632,421.055,421.055
3633,656.914,656.914
3634,855.927,855.927
3635,1001.605,1001.605
3636,1077.866,1077.866
3637,1082.502,1082.502
3638,1013.688,1013.688
3639,875.276,875.276
3640,635.289,635.289
3641,450.928,450.928
3642,209.293,209.293
3643,27.363,27.363
3644,0,0
3645,0,0
3646,0,0
3647,0,0
3648,0,0
3649,0,0
3650,0,0
3651,0,0
3652,0,0
3653,0,0
3654,21.745,21.745
3655,179.021,179.021
3656,417.417,417.417
3657,650.908,650.908
3658,849.355,849.355
3659,992.527,992.527
3660,1068.498,1068.498
3661,1073.277,1073.277
3662,1004.016,1004.016
3663,871.385,871.385
3664,513.492,513.492
3665,326.487,326.487
3666,207.952,207.952
3667,28.216,28.216
3668,0,0
3669,0,0
3670,0,0
3671,0,0
3672,0,0
3673,0,0
3674,0,0
3675,0,0
3676,0,0
3677,0,0
3678,5.672,5.672
3679,92.585,92.585
3680,391.449,391.449
3681,416.876,416.876
3682,729.27,729.27
3683,971.556,971.556
3684,1042.335,1042.335
3685,928.265,928.265
3686,803.535,803.535
3687,60.003,60.003
3688,418.616,418.616
3689,339.256,339.256
3690,187.914,187.914
3691,38.03,38.03
3692,0,0
3693,0,0
3694,0,0
3695,0,0
3696,0,0
3697,0,0
3698,0,0
3699,0,0
3700,0,0
3701,0,0
3702,25.654,25.654
3703,172.447,172.447
3704,396.827,396.827
3705,623.666,623.666
3706,813.328,813.328
3707,953.978,953.978
3708,1027.145,1027.145
3709,1031.918,1031.918
3710,966.529,966.529
3711,836.726,836.726
3712,432.894,432.894
3713,21.817,21.817
3714,5.679,5.679
3715,32.587,32.587
3716,0,0
3717,0,0
3718,0,0
3719,0,0
3720,0,0
3721,0,0
3722,0,0
3723,0,0
3724,0,0
3725,0,0
3726,24.031,24.031
3727,171.705,171.705
3728,398.463,398.463
3729,626.481,626.481
3730,817.368,817.368
3731,958.547,958.547
3732,1032.694,1032.694
3733,1042.639,1042.639
3734,980.705,980.705
3735,848.747,848.747
3736,532.021,532.021
3737,359.293,359.293
3738,190.952,190.952
3739,33.186,33.186
3740,0,0
3741,0,0
3742,0,0
3743,0,0
3744,0,0
3745,0,0
3746,0,0
3747,0,0
3748,0,0
3749,0,0
3750,23.688,23.688
3751,144.801,144.801
3752,405.063,405.063
3753,633.337,633.337
3754,812.125,812.125
3755,993.73,993.73
3756,1068.598,1068.598
3757,1071.023,1071.023
3758,908.151,908.151
3759,796.706,796.706
3760,455.689,455.689
3761,289.982,289.982
3762,164.281,164.281
3763,36.019,36.019
3764,0,0
3765,0,0
3766,0,0
3767,0,0
3768,0,0
3769,0,0
3770,0,0
3771,0,0
3772,0,0
3773,0,0
3774,24.858,24.858
3775,179.012,179.012
3776,417.24,417.24
3777,650.895,650.895
3778,849.666,849.666
3779,995,995
3780,1072.077,1072.077
3781,1078.648,1078.648
3782,1014.355,1014.355
3783,883.762,883.762
3784,692.093,692.093
3785,460.603,460.603
3786,219.801,219.801
3787,28.718,28.718
3788,0,0
3789,0,0
3790,0,0
3791,0,0
3792,0,0
3793,0,0
3794,0,0
3795,0,0
3796,0,0
3797,0,0
3798,21.707,21.707
3799,179.743,179.743
3800,416.226,416.226
3801,648.64,648.64
3802,844.876,844.876
3803,988.363,988.363
3804,1062.859,1062.859
3805,1067.602,1067.602
3806,998.805,998.805
3807,862.201,862.201
3808,671.172,671.172
3809,441.594,441.594
3810,209.747,209.747
3811,32.318,32.318
3812,0,0
3813,0,0
3814,0,0
3815,0,0
3816,0,0
3817,0,0
3818,0,0
3819,0,0
3820,0,0
3821,0,0
3822,27.083,27.083
3823,164.531,164.531
3824,367.456,367.456
3825,606.298,606.298
3826,804.126,804.126
3827,944.773,944.773
3828,1021.294,1021.294
3829,1030.88,1030.88
3830,969.447,969.447
3831,592.355,592.355
3832,455.526,455.526
3833,336.202,336.202
3834,187.674,187.674
3835,33.837,33.837
3836,0,0
3837,0,0
3838,0,0
3839,0,0
3840,0,0
3841,0,0
3842,0,0
3843,0,0
3844,0,0
3845,0,0
3846,24.84,24.84
3847,170.291,170.291
3848,393.644,393.644
3849,620.332,620.332
3850,812.496,812.496
3851,954.626,954.626
3852,1030.782,1030.782
3853,1036.68,1036.68
3854,972.943,972.943
3855,842.662,842.662
3856,661.829,661.829
3857,318.299,318.299
3858,178.093,178.093
3859,30.333,30.333
3860,0,0
3861,0,0
3862,0,0
3863,0,0
3864,0,0
3865,0,0
3866,0,0
3867,0,0
3868,0,0
3869,0,0
3870,25.647,25.647
3871,169.446,169.446
3872,389.834,389.834
3873,612.319,612.319
3874,798.992,798.992
3875,938.584,938.584
3876,772.112,772.112
3877,275.342,275.342
3878,577.171,577.171
3879,696.892,696.892
3880,153.371,153.371
3881,22.768,22.768
3882,38.885,38.885
3883,33.662,33.662
3884,0,0
3885,0,0
3886,0,0
3887,0,0
3888,0,0
3889,0,0
3890,0,0
3891,0,0
3892,0,0
3893,0,0
3894,25.665,25.665
3895,172.493,172.493
3896,396.554,396.554
3897,625.063,625.063
3898,817.218,817.218
3899,957.975,957.975
3900,1033.927,1033.927
3901,1039.127,1039.127
3902,974.67,974.67
3903,845.648,845.648
3904,610.405,610.405
3905,440.188,440.188
3906,210.73,210.73
3907,33.057,33.057
3908,0,0
3909,0,0
3910,0,0
3911,0,0
3912,0,0
3913,0,0
3914,0,0
3915,0,0
3916,0,0
3917,0,0
3918,24.84,24.84
3919,170.314,170.314
3920,395.398,395.398
3921,623.838,623.838
3922,817.257,817.257
3923,960.122,960.122
3924,1040.531,1040.531
3925,1048.99,1048.99
3926,986.44,986.44
3927,855.298,855.298
3928,671.165,671.165
3929,447.188,447.188
3930,215.012,215.012
3931,33.786,33.786
3932,0,0
3933,0,0
3934,0,0
3935,0,0
3936,0,0
3937,0,0
3938,0,0
3939,0,0
3940,0,0
3941,0,0
3942,24.84,24.84
3943,168.795,168.795
3944,393.744,393.744
3945,620.524,620.524
3946,811.383,811.383
3947,955.066,955.066
3948,1033.414,1033.414
3949,1042.037,1042.037
3950,980.026,980.026
3951,849.922,849.922
3952,667.403,667.403
3953,444.474,444.474
3954,214.368,214.368
3955,32.9,32.9
3956,0,0
3957,0,0
3958,0,0
3959,0,0
3960,0,0
3961,0,0
3962,0,0
3963,0,0
3964,0,0
3965,0,0
3966,23.619,23.619
3967,170.894,170.894
3968,401.805,401.805
3969,628.058,628.058
3970,819.338,819.338
3971,957.871,957.871
3972,1030.2,1030.2
3973,1033.806,1033.806
3974,966.283,966.283
3975,828.612,828.612
3976,607.322,607.322
3977,211.72,211.72
3978,102.754,102.754
3979,35.43,35.43
3980,0,0
3981,0,0
3982,0,0
3983,0,0
3984,0,0
3985,0,0
3986,0,0
3987,0,0
3988,0,0
3989,0,0
3990,26.473,26.473
3991,151.547,151.547
3992,383.502,383.502
3993,606.301,606.301
3994,794.143,794.143
3995,933.104,933.104
3996,1007.276,1007.276
3997,940.621,940.621
3998,35.28,35.28
3999,41.894,41.894
4000,80.895,80.895
4001,228.81,228.81
4002,135.573,135.573
4003,35.454,35.454
4004,0,0
4005,0,0
4006,0,0
4007,0,0
4008,0,0
4009,0,0
4010,0,0
4011,0,0
4012,0,0
4013,0,0
4014,28.583,28.583
4015,145.166,145.166
4016,238.589,238.589
4017,577.074,577.074
4018,783.515,783.515
4019,864.896,864.896
4020,916.543,916.543
4021,960.105,960.105
4022,897.477,897.477
4023,782.741,782.741
4024,607.69,607.69
4025,359.246,359.246
4026,206.429,206.429
4027,44.859,44.859
4028,0,0
4029,0,0
4030,0,0
4031,0,0
4032,0,0
4033,0,0
4034,0,0
4035,0,0
4036,0,0
4037,0,0
4038,24.06,24.06
4039,169.391,169.391
4040,399.458,399.458
4041,629.394,629.394
4042,826.747,826.747
4043,971.459,971.459
4044,1054.019,1054.019
4045,1065.684,1065.684
4046,1004.898,1004.898
4047,877.012,877.012
4048,691.375,691.375
4049,464.903,464.903
4050,227.739,227.739
4051,28.927,28.927
4052,0,0
4053,0,0
4054,0,0
4055,0,0
4056,0,0
4057,0,0
4058,0,0
4059,0,0
4060,0,0
4061,0,0
4062,21.77,21.77
4063,170.454,170.454
4064,405.862,405.862
4065,579.793,579.793
4066,819.391,819.391
4067,974.406,974.406
4068,1048.992,1048.992
4069,1054.857,1054.857
4070,990.943,990.943
4071,798.327,798.327
4072,676.002,676.002
4073,453.064,453.064
4074,220.981,220.981
4075,35.507,35.507
4076,0,0
4077,0,0
4078,0,0
4079,0,0
4080,0,0
4081,0,0
4082,0,0
4083,0,0
4084,0,0
4085,0,0
4086,24.059,24.059
4087,165.222,165.222
4088,386.973,386.973
4089,610.078,610.078
4090,797.337,797.337
4091,935.885,935.885
4092,1006.644,1006.644
4093,1011.957,1011.957
4094,151.842,151.842
4095,393.1,393.1
4096,346.865,346.865
4097,394.252,394.252
4098,145.026,145.026
4099,34.702,34.702
4100,0,0
4101,0,0
4102,0,0
4103,0,0
4104,0,0
4105,0,0
4106,0,0
4107,0,0
4108,0,0
4109,0,0
4110,24.063,24.063
4111,163.197,163.197
4112,385.596,385.596
4113,612.342,612.342
4114,805.104,805.104
4115,946.402,946.402
4116,1024.338,1024.338
4117,1034.304,1034.304
4118,973.973,973.973
4119,845.366,845.366
4120,665.941,665.941
4121,446.878,446.878
4122,218.313,218.313
4123,32.692,32.692
4124,0,0
4125,0,0
4126,0,0
4127,0,0
4128,0,0
4129,0,0
4130,0,0
4131,0,0
4132,0,0
4133,0,0
4134,24.069,24.069
4135,162.12,162.12
4136,382.807,382.807
4137,607.572,607.572
4138,798.199,798.199
4139,938.596,938.596
4140,1014.437,1014.437
4141,1023.39,1023.39
4142,962.81,962.81
4143,25.699,25.699
4144,19.952,19.952
4145,79.862,79.862
4146,152.971,152.971
4147,43.408,43.408
4148,0,0
4149,0,0
4150,0,0
4151,0,0
4152,0,0
4153,0,0
4154,0,0
4155,0,0
4156,0,0
4157,0,0
4158,23.214,23.214
4159,161.617,161.617
4160,384.153,384.153
4161,612.578,612.578
4162,808.311,808.311
4163,954.074,954.074
4164,1029.904,1029.904
4165,1042.16,1042.16
4166,984.453,984.453
4167,860.71,860.71
4168,678.99,678.99
4169,454.711,454.711
4170,225.038,225.038
4171,36.176,36.176
4172,0,0
4173,0,0
4174,0,0
4175,0,0
4176,0,0
4177,0,0
4178,0,0
4179,0,0
4180,0,0
4181,0,0
4182,20.916,20.916
4183,163.493,163.493
4184,395.981,395.981
4185,624.543,624.543
4186,819.423,819.423
4187,963.572,963.572
4188,1038.763,1038.763
4189,1048.551,1048.551
4190,987.619,987.619
4191,858.46,858.46
4192,675.714,675.714
4193,455.834,455.834
4194,224.177,224.177
4195,34.565,34.565
4196,0,0
4197,0,0
4198,0,0
4199,0,0
4200,0,0
4201,0,0
4202,0,0
4203,0,0
4204,0,0
4205,0,0
4206,22.465,22.465
4207,160.611,160.611
4208,382.888,382.888
4209,607.078,607.078
4210,796.746,796.746
4211,939.047,939.047
4212,1019.222,1019.222
4213,1030.886,1030.886
4214,974.494,974.494
4215,850.587,850.587
4216,671.668,671.668
4217,454.175,454.175
4218,223.493,223.493
4219,34.847,34.847
4220,0,0
4221,0,0
4222,0,0
4223,0,0
4224,0,0
4225,0,0
4226,0,0
4227,0,0
4228,0,0
4229,0,0
4230,21.903,21.903
4231,162.777,162.777
4232,393.986,393.986
4233,624.439,624.439
4234,822.973,822.973
4235,970.705,970.705
4236,1050.45,1050.45
4237,1063.69,1063.69
4238,1003.275,1003.275
4239,872.312,872.312
4240,689.159,689.159
4241,465.315,465.315
4242,229.01,229.01
4243,37.084,37.084
4244,0,0
4245,0,0
4246,0,0
4247,0,0
4248,0,0
4249,0,0
4250,0,0
4251,0,0
4252,0,0
4253,0,0
4254,24.084,24.084
4255,156.209,156.209
4256,372.496,372.496
4257,597.015,597.015
4258,788.971,788.971
4259,933.442,933.442
4260,1013.353,1013.353
4261,1026.281,1026.281
4262,969.876,969.876
4263,847.657,847.657
4264,662.677,662.677
4265,298.325,298.325
4266,102.21,102.21
4267,9.459,9.459
4268,0,0
4269,0,0
4270,0,0
4271,0,0
4272,0,0
4273,0,0
4274,0,0
4275,0,0
4276,0,0
4277,0,0
4278,23.278,23.278
4279,152.823,152.823
4280,364.755,364.755
4281,587.584,587.584
4282,780.93,780.93
4283,922.097,922.097
4284,997.63,997.63
4285,1012.559,1012.559
4286,958.308,958.308
4287,835.639,835.639
4288,141.659,141.659
4289,64.614,64.614
4290,40.787,40.787
4291,33.092,33.092
4292,0,0
4293,0,0
4294,0,0
4295,0,0
4296,0,0
4297,0,0
4298,0,0
4299,0,0
4300,0,0
4301,0,0
4302,20.87,20.87
4303,154.1,154.1
4304,371.714,371.714
4305,594.436,594.436
4306,783.057,783.057
4307,925.591,925.591
4308,878.625,878.625
4309,1019.025,1019.025
4310,962.98,962.98
4311,841.451,841.451
4312,286.878,286.878
4313,377.559,377.559
4314,182.902,182.902
4315,33.741,33.741
4316,0,0
4317,0,0
4318,0,0
4319,0,0
4320,0,0
4321,0,0
4322,0,0
4323,0,0
4324,0,0
4325,0,0
4326,20.877,20.877
4327,153.916,153.916
4328,374.957,374.957
4329,600.896,600.896
4330,793.434,793.434
4331,938.552,938.552
4332,1019.501,1019.501
4333,1034.1,1034.1
4334,977.37,977.37
4335,851.975,851.975
4336,674.149,674.149
4337,454.874,454.874
4338,231.553,231.553
4339,34.42,34.42
4340,0,0
4341,0,0
4342,0,0
4343,0,0
4344,0,0
4345,0,0
4346,0,0
4347,0,0
4348,0,0
4349,0,0
4350,20.138,20.138
4351,158.531,158.531
4352,388.934,388.934
4353,619.184,619.184
4354,818.523,818.523
4355,965.634,965.634
4356,1047.904,1047.904
4357,1059.182,1059.182
4358,998.873,998.873
4359,475.893,475.893
4360,643.528,643.528
4361,422.687,422.687
4362,229.069,229.069
4363,38.147,38.147
4364,0,0
4365,0,0
4366,0,0
4367,0,0
4368,0,0
4369,0,0
4370,0,0
4371,0,0
4372,0,0
4373,0,0
4374,20.883,20.883
4375,122.989,122.989
4376,54.124,54.124
4377,181.351,181.351
4378,769.016,769.016
4379,769.437,769.437
4380,924.54,924.54
4381,974.011,974.011
4382,971.429,971.429
4383,848.703,848.703
4384,589.47,589.47
4385,451.284,451.284
4386,223.971,223.971
4387,38.811,38.811
4388,0,0
4389,0,0
4390,0,0
4391,0,0
4392,0,0
4393,0,0
4394,0,0
4395,0,0
4396,0,0
4397,0,0
4398,21.729,21.729
4399,141.001,141.001
4400,288.813,288.813
4401,529.513,529.513
4402,790.088,790.088
4403,933.69,933.69
4404,1012.164,1012.164
4405,1020.29,1020.29
4406,959.462,959.462
4407,836.028,836.028
4408,659.846,659.846
4409,446.116,446.116
4410,220.329,220.329
4411,37.245,37.245
4412,0,0
4413,0,0
4414,0,0
4415,0,0
4416,0,0
4417,0,0
4418,0,0
4419,0,0
4420,0,0
4421,0,0
4422,16.559,16.559
4423,150.076,150.076
4424,374.255,374.255
4425,598.593,598.593
4426,791.552,791.552
4427,935.51,935.51
4428,1017.843,1017.843
4429,1030.619,1030.619
4430,972.715,972.715
4431,850.327,850.327
4432,613.204,613.204
4433,202.183,202.183
4434,168.12,168.12
4435,28.451,28.451
4436,0,0
4437,0,0
4438,0,0
4439,0,0
4440,0,0
4441,0,0
4442,0,0
4443,0,0
4444,0,0
4445,0,0
4446,19.336,19.336
4447,150.866,150.866
4448,370.723,370.723
4449,602.205,602.205
4450,796.617,796.617
4451,942.432,942.432
4452,1023.859,1023.859
4453,1036.9,1036.9
4454,978.623,978.623
4455,854.293,854.293
4456,313.536,313.536
4457,190.979,190.979
4458,128.322,128.322
4459,40.732,40.732
4460,0,0
4461,0,0
4462,0,0
4463,0,0
4464,0,0
4465,0,0
4466,0,0
4467,0,0
4468,0,0
4469,0,0
4470,0,0
4471,15.149,15.149
4472,11.374,11.374
4473,457.923,457.923
4474,699.408,699.408
4475,716.433,716.433
4476,1014.447,1014.447
4477,1026.526,1026.526
4478,877.218,877.218
4479,281.079,281.079
4480,518.756,518.756
4481,386.849,386.849
4482,221.668,221.668
4483,33.493,33.493
4484,0,0
4485,0,0
4486,0,0
4487,0,0
4488,0,0
4489,0,0
4490,0,0
4491,0,0
4492,0,0
4493,0,0
4494,15.727,15.727
4495,149.8,149.8
4496,375.53,375.53
4497,341.395,341.395
4498,794.867,794.867
4499,938.169,938.169
4500,1018.739,1018.739
4501,1029.924,1029.924
4502,972.26,972.26
4503,848.978,848.978
4504,670.989,670.989
4505,454.493,454.493
4506,104.599,104.599
4507,32.062,32.062
4508,0,0
4509,0,0
4510,0,0
4511,0,0
4512,0,0
4513,0,0
4514,0,0
4515,0,0
4516,0,0
4517,0,0
4518,16.654,16.654
4519,146.738,146.738
4520,370.955,370.955
4521,595.896,595.896
4522,790.059,790.059
4523,935.368,935.368
4524,1017.175,1017.175
4525,1029.369,1029.369
4526,973.176,973.176
4527,850.213,850.213
4528,671.4,671.4
4529,454.316,454.316
4530,224.062,224.062
4531,34.527,34.527
4532,0,0
4533,0,0
4534,0,0
4535,0,0
4536,0,0
4537,0,0
4538,0,0
4539,0,0
4540,0,0
4541,0,0
4542,15.788,15.788
4543,145.029,145.029
4544,369.633,369.633
4545,593.835,593.835
4546,787.916,787.916
4547,931.094,931.094
4548,1010.521,1010.521
4549,1020.928,1020.928
4550,961.347,961.347
4551,763.059,763.059
4552,153.557,153.557
4553,54.141,54.141
4554,125.465,125.465
4555,38.085,38.085
4556,0,0
4557,0,0
4558,0,0
4559,0,0
4560,0,0
4561,0,0
4562,0,0
4563,0,0
4564,0,0
4565,0,0
4566,0,0
4567,8.517,8.517
4568,332.388,332.388
4569,380.038,380.038
4570,603.963,603.963
4571,586.752,586.752
4572,828.422,828.422
4573,812.852,812.852
4574,655.434,655.434
4575,375.852,375.852
4576,38.024,38.024
4577,221.92,221.92
4578,218.955,218.955
4579,36.087,36.087
4580,0,0
4581,0,0
4582,0,0
4583,0,0
4584,0,0
4585,0,0
4586,0,0
4587,0,0
4588,0,0
4589,0,0
4590,0,0
4591,6.623,6.623
4592,82.655,82.655
4593,140.697,140.697
4594,191.074,191.074
4595,189.816,189.816
4596,409.607,409.607
4597,569.759,569.759
4598,804.528,804.528
4599,441.816,441.816
4600,355.507,355.507
4601,460.111,460.111
4602,229.422,229.422
4603,30.625,30.625
4604,0,0
4605,0,0
4606,0,0
4607,0,0
4608,0,0
4609,0,0
4610,0,0
4611,0,0
4612,0,0
4613,0,0
4614,14.113,14.113
4615,147.4,147.4
4616,377.06,377.06
4617,607.29,607.29
4618,805.885,805.885
4619,954.315,954.315
4620,1038.767,1038.767
4621,1051.973,1051.973
4622,994.098,994.098
4623,868.088,868.088
4624,686.182,686.182
4625,465.732,465.732
4626,230.813,230.813
4627,30.681,30.681
4628,0,0
4629,0,0
4630,0,0
4631,0,0
4632,0,0
4633,0,0
4634,0,0
4635,0,0
4636,0,0
4637,0,0
4638,14.997,14.997
4639,142.425,142.425
4640,369.134,369.134
4641,596.429,596.429
4642,794.045,794.045
4643,769.699,769.699
4644,1023.563,1023.563
4645,1035.674,1035.674
4646,978.863,978.863
4647,855.005,855.005
4648,368.767,368.767
4649,124.338,124.338
4650,12.31,12.31
4651,31.313,31.313
4652,0,0
4653,0,0
4654,0,0
4655,0,0
4656,0,0
4657,0,0
4658,0,0
4659,0,0
4660,0,0
4661,0,0
4662,0.944,0.944
4663,10.41,10.41
4664,16.115,16.115
4665,488.392,488.392
4666,713.749,713.749
4667,755.53,755.53
4668,448.672,448.672
