Load_demand [kWh],Solar_irradiance [W/m^2],Output power [W/m^2],Grid_connection_condition
7.1,17,151.708,0
6.76,0,64.375,0
6.2,0,0,1
6.02,0,0,1
6.77,0,0,1
7.17,0,0,1
6.35,0,0,0
6.57,0,0,0
7.6,0,0,0
19.1,0,0,0
19.68,0,0,1
20.56,0,0,0
24.99,0,0,0
26.92,0,0,1
25.2,513,106.597,1
28.25,58,168.223,0
28.29,543,516.593,1
28.33,20,266.984,1
27.7,38,397.096,0
28.61,109,579.591,1
28.18,44,458.036,0
25.1,52,447.519,0
26.27,199,546.615,0
28.99,124,364.22,0
26.19,394,323.04,1
27.87,328,126.342,0
24.16,0,0,0
24.88,0,0,1
24.65,0,0,0
25.21,0,0,0
25.31,0,0,0
25.11,0,0,1
24.65,0,0,1
25.62,0,0,1
24.68,0,0,1
24.49,0,0,1
25.1,0,0,0
23.9,0,0,0
24.93,0,2.836,0
24.92,0,8.523,0
24.49,3,146.288,1
23.58,0,99.114,0
26.66,6,148.282,1
23.26,40,440.363,1
22.99,53,481.89,0
23.67,300,726.018,1
24.36,101,449.306,0
22.96,834,623.888,0
11.27,274,283.851,1
10.73,579,148.979,0
9.54,0,0,1
10.16,0,0,0
8.42,0,0,0
8.17,0,0,1
7.33,0,0,1
7.69,0,0,1
6.68,0,0,1
7,0,0,0
7.64,0,0,1
7.43,0,0,0
7.48,0,0,1
9.18,0,0,0
7.54,474,102.868,1
6.71,710,339.838,0
7.21,812,581.369,0
8.52,875,789.821,1
7.79,915,946.58,1
6.78,908,1027.084,0
6.65,924,1042.367,1
7.55,924,978.97,1
7.61,908,842.009,0
6.94,859,640.568,1
6.66,765,398.888,1
6.36,581,150.958,0
6.9,0,0,0
8.49,0,0,0
7.54,0,0,1
7.63,0,0,1
6.66,0,0,0
7.76,0,0,0
6.79,0,0,0
7.89,0,0,0
8.49,0,0,1
6.47,0,0,0
7.4,0,0,1
7.64,0,0,0
7.61,506,106.385,1
6.85,746,349.69,0
7.71,859,595.834,0
7.41,915,806.686,1
7.24,944,959.489,1
7.8,927,1035.313,0
7.23,64,505.98,0
8.33,894,963.663,1
6.98,850,817.617,1
7.09,780,615.719,0
8.67,659,374.932,0
6.87,418,135.566,1
7.37,0,0,0
7.59,0,0,1
7.39,0,0,1
7.11,0,0,1
7.06,0,0,1
7.1,0,0,0
9.28,0,0,0
22.62,0,0,0
21.96,0,0,0
22,0,0,1
22.28,0,0,1
22.11,0,0,1
21.69,265,93.436,1
22.98,513,314.521,0
22.67,29,230.811,1
24.96,326,601.6,0
23.59,799,919.197,0
23.5,86,541.283,0
23.53,519,945.821,1
23.04,405,775.525,0
25.19,14,225.436,1
22.4,0,62.729,0
24.57,0,13.264,1
24.95,489,137.226,0
22.76,0,0,0
23.12,0,0,1
23.91,0,0,0
24.11,0,0,1
24.27,0,0,1
23.11,0,0,1
23.49,0,0,1
24.58,0,0,1
23.28,0,0,0
24.59,0,0,0
25.41,0,0,1
24.58,0,0,0
23.78,420,102.069,1
24.38,684,341.797,0
24.58,820,592.523,1
26.93,888,804.991,0
25.74,926,962.184,1
22.8,935,1045.991,1
22.9,940,1053.626,1
25.31,932,984.825,0
23.58,899,839.333,1
22.23,33,249.714,0
11.07,750,391.79,1
8.37,540,140.895,0
8.47,0,0,0
7.61,0,0,0
8.53,0,0,0
5.93,0,0,1
6.52,0,0,0
5.73,0,0,1
6.59,0,0,0
7.63,0,0,1
7.97,0,0,0
6.73,0,0,1
7.78,0,0,1
7.49,0,0,0
7.62,447,103.953,1
6.91,707,348.085,1
6.18,828,598.735,1
6.91,890,809.925,0
6.74,925,965.5,0
6.74,938,1049.753,0
7.58,944,1059.103,0
6.9,935,987.686,1
6.72,908,843.168,0
6.64,855,636.955,0
6.13,755,391.141,0
6.96,536,138.867,0
5.96,0,0,0
7.29,0,0,1
6.41,0,0,1
7.42,0,0,0
6.67,0,0,0
7.04,0,0,1
8.01,0,0,0
7.19,0,0,1
6.32,0,0,0
8.13,0,0,1
5.9,0,0,1
7.32,0,0,0
6.99,454,104.122,0
6.64,714,350.021,1
6.82,835,601.155,0
6.57,899,814.025,1
6.58,935,971.492,1
6.38,950,1056.04,1
6.25,952,1061.111,1
6.82,940,988.126,1
6.9,904,839.591,0
6.33,848,635.018,1
6.87,742,386.117,0
7.24,523,134.339,1
6.75,0,0,1
6.89,0,0,1
8.01,0,0,1
7.55,0,0,1
8.28,0,0,1
7.66,0,0,0
7.24,0,0,1
8.99,0,0,0
19.19,0,0,0
22.14,0,0,0
22.03,0,0,0
23.89,0,0,1
23.57,437,100.056,1
22.81,695,339.973,1
25.68,795,581.518,0
23.76,849,784.287,1
25.93,875,932.14,0
23.93,866,1005.11,0
26.47,854,1004.898,0
30.9,829,935.234,1
25.62,511,680.75,0
25.14,712,586.397,1
24.32,573,346.662,0
24.18,22,63.017,0
24.9,0,0,1
25.44,0,0,1
25,0,0,0
37.55,0,0,1
23,0,0,1
25.37,0,0,0
24.39,0,0,0
23.92,0,0,1
24.87,0,0,0
25.88,0,0,0
26,0,0,0
25.23,0,0,0
25.98,369,97.94,1
27.41,670,342.866,1
24.88,827,599.018,0
24.94,900,812.964,1
25.02,938,968.765,0
23.87,957,1052.62,1
23.66,958,1055.994,1
24.52,944,981.066,1
24.23,909,832.198,1
23.22,851,624.058,1
13.37,740,376.649,1
11.33,505,126.752,0
10.3,0,0,1
9.47,0,0,0
9.46,0,0,1
8.27,0,0,0
7.36,0,0,0
8.23,0,0,0
8.12,0,0,0
8.38,0,0,0
7.86,0,0,0
8.68,0,0,1
9.44,0,0,1
8.56,0,0,0
8.44,289,84.392,1
9,35,147.067,0
8.34,783,584.267,1
9.31,850,796.606,0
9.6,887,946.138,1
7.86,253,720.408,0
8.81,224,700.065,0
8.39,850,950.684,1
9.35,831,808.204,1
7.47,773,602.026,1
8.74,659,358.549,1
8.92,444,118.694,0
8.19,0,0,0
8.66,0,0,1
8.02,0,0,1
9.29,0,0,1
8.33,0,0,0
7.95,0,0,0
8.75,0,0,0
9.09,0,0,0
8.95,0,0,1
8.66,0,0,0
8.43,0,0,1
9.3,0,0,1
8.67,183,75.102,1
9.08,64,164.31,1
9.28,57,266.407,1
8.57,866,791.665,1
8.23,336,696.914,1
8.37,393,813.84,0
9.44,353,794.589,0
8.6,69,464.871,1
8.22,283,584.221,1
8.39,30,235.296,0
8.15,12,129.573,0
9.46,0,41.776,1
10.3,0,0,0
10.2,0,0,1
9.72,0,0,1
11.45,0,0,1
10.98,0,0,0
9.97,0,0,1
10.43,0,0,0
23.4,0,0,0
20.5,0,0,1
21.19,0,0,0
23.55,0,0,0
21.69,0,0,0
21.33,0,2.835,0
20.85,0,41.739,0
20.89,202,374.786,1
21.38,14,228.566,0
22.02,16,267.918,1
22.3,18,300.018,1
22.47,52,465.886,0
22.1,69,462.987,0
22.13,14,232.694,0
22.31,32,237.678,1
21.92,53,165.243,0
22.19,0,19.891,0
22.69,0,0,0
22.96,0,0,1
22.55,0,0,0
24.33,0,0,0
22.89,0,0,1
22.33,0,0,1
23.32,0,0,0
21.65,0,0,0
22.07,0,0,0
22.12,0,0,0
22.52,0,0,1
21.2,0,0,0
20.78,428,97.912,0
22.17,713,344.003,0
21.77,854,596.155,0
19.29,259,556.686,1
19.66,946,961.279,1
21.57,967,1044.148,1
21.47,72,507.142,0
21.62,958,972.626,0
22.22,125,448.391,0
20.29,0,65.572,0
8.41,745,364.076,0
8.09,506,114.985,1
7.9,0,0,1
8.64,0,0,0
7.56,0,0,0
7.38,0,0,1
7.55,0,0,1
7.36,0,0,1
7.6,0,0,1
7.88,0,0,1
7.71,0,0,0
7,0,0,1
6.79,0,0,1
7.48,0,0,0
7.99,0,9.46,1
7.54,0,85.86,1
6.79,97,301.619,1
7.95,143,465.684,1
6.97,62,441.806,0
7.16,948,1048.527,0
7.29,313,774.342,1
7.37,576,872.633,1
7.59,0,31.363,1
6.78,136,341.189,0
7.36,0,65.541,0
7.08,481,111.58,0
6.41,0,0,1
7.04,0,0,1
6.26,0,0,0
7.5,0,0,0
6.85,0,0,1
6.87,0,0,0
6.25,0,0,0
5.99,0,0,0
7.08,0,0,1
8.19,0,0,1
7.78,0,0,1
7.06,0,0,1
7.47,406,96.331,0
6.51,681,340.487,0
7.35,791,588.063,0
7.55,864,799.619,0
6.76,908,956.936,0
6.55,910,1033.856,0
7.26,918,1038.677,1
8.33,910,963.23,0
6.71,875,813.477,0
8.1,817,607.026,0
7.27,702,357.029,0
6.99,440,107.328,0
6.66,0,0,0
7.05,0,0,0
7.18,0,0,0
7.61,0,0,0
8.26,0,0,1
10.02,0,0,0
8.16,0,0,1
7.7,0,0,0
7.44,0,0,0
7.09,0,0,0
8.95,0,0,1
9.46,0,0,0
9.52,407,96.672,1
11.02,69,163.041,1
10.51,338,436.767,1
10.72,48,341.131,0
9.92,42,393.432,1
11.07,139,605.685,0
11.03,12,207.815,0
10.2,44,399.64,0
11.42,136,459.486,1
10.12,103,306.352,0
10.78,0,58.871,0
9.8,77,60.178,1
11.31,0,0,0
11.19,0,0,1
11.05,0,0,1
10.22,0,0,0
11.15,0,0,0
10.39,0,0,1
9.26,0,0,0
10.48,0,0,0
9.26,0,0,0
11.17,0,0,0
12.13,0,0,1
12.22,0,0,1
10.28,415,95.981,1
10.39,709,345.406,1
10.42,454,483.957,0
10.04,904,812.761,1
9.71,936,965.764,1
10.24,926,1037.623,1
10.57,924,1037.17,0
10.32,904,955.955,1
9.89,860,805.605,1
11.62,789,590.499,0
10.69,656,339.895,0
10.12,407,97.391,1
9.86,0,0,0
7.6,0,0,1
8.74,0,0,0
6.98,0,0,1
7.22,0,0,0
6.27,0,0,0
6.43,0,0,1
6.06,0,0,1
6.42,0,0,1
7.58,0,0,0
7.28,0,0,1
7.64,0,0,0
7.09,0,17.046,1
7.24,27,135.1,0
7.43,208,370.9,1
6.98,261,544.334,0
7.4,918,955.308,1
7.32,87,522.119,1
6.45,935,1036.138,1
6.21,922,958.118,1
7.11,894,807.226,1
7.05,834,597.741,0
6.86,714,346.819,0
7.55,441,96.965,0
6.73,0,0,1
6.54,0,0,1
6.23,0,0,1
6.6,0,0,0
6.85,0,0,0
7.2,0,0,0
8.18,0,0,0
8.05,0,0,0
7.3,0,0,0
7.44,0,0,0
7.24,0,0,1
7.07,0,0,1
6.64,421,95.205,1
6.82,714,344.537,1
7.55,848,597.246,1
7.42,912,811.089,1
6.51,946,965.253,0
6.42,946,1041.684,1
7.23,947,1042.37,1
7.12,933,962.279,0
6.91,898,808.503,0
7.45,838,598.167,1
7.29,716,344.658,1
7.24,430,94.319,0
6.81,0,0,1
6.41,0,0,1
6.36,0,0,0
8.08,0,0,1
7.55,0,0,1
7.38,0,0,1
6.55,0,0,0
7.17,0,0,0
7.76,0,0,0
7.69,0,0,1
7.31,0,0,0
6.97,0,0,0
5.88,389,93.02,1
5.94,689,340.425,0
5.94,827,594.277,0
7.13,892,804.882,1
6.96,927,957.113,1
7.5,941,1035.896,0
7.61,941,1035.232,0
6.79,925,954.448,0
6.49,879,797.133,1
6.43,809,585.222,0
6.14,509,294.634,0
6.39,365,86.643,0
6.39,0,0,1
6.3,0,0,0
6.43,0,0,0
6.22,0,0,1
6.22,0,0,0
6.56,0,0,1
6.2,0,0,1
7.13,0,0,1
6.53,0,0,0
6.38,0,0,0
6.48,0,0,1
6.54,0,0,1
6.35,342,87.766,1
6.22,653,333.136,1
6.11,805,586.382,1
6.92,872,795.378,1
7.06,908,946.758,1
6.04,913,1021.582,0
7.37,911,1019.696,0
6.22,892,938.926,1
6.18,837,786.01,0
6.56,767,571.951,1
6.19,635,324.229,1
6.84,365,83.695,1
6.73,0,0,1
6.43,0,0,0
6.27,0,0,1
6.85,0,0,1
7.18,0,0,0
7.77,0,0,1
7.65,0,0,1
7.22,0,0,0
7.13,0,0,0
6.7,0,0,0
6.75,0,0,0
6.45,0,0,1
7.15,316,85.359,0
6.79,632,329.432,1
6.95,803,587.299,1
6.17,872,796.158,1
7.24,909,949.213,0
6.76,910,1021.993,0
6.68,907,1019.844,0
7.76,888,939.015,0
6.64,858,790.824,0
7.54,787,575.65,1
6.56,649,323.618,1
6.45,347,80.916,1
6.69,0,0,0
7.53,0,0,1
6.94,0,0,0
6.89,0,0,1
9.08,0,0,0
6.91,0,0,0
6.46,0,0,0
6.84,0,0,0
7.46,0,0,0
6.45,0,0,0
6.59,0,0,0
6.98,0,0,1
7.36,357,89.174,0
6.63,677,340.519,1
6.84,827,597.431,1
6.47,896,810.319,0
6.84,931,962.105,0
7.09,938,1038.646,1
6.8,935,1035.04,0
6.32,916,952.012,1
7.05,891,798.533,1
8.32,818,583.523,1
6.66,675,327.317,1
8,340,79.174,1
6.94,0,0,0
6.47,0,0,0
6.59,0,0,1
6.91,0,0,1
6.51,0,0,1
7.64,0,0,0
6.67,0,0,1
6.52,0,0,1
6.01,0,0,0
6.9,0,0,1
7.06,0,0,1
6.3,0,0,0
6.4,363,88.188,0
6.98,681,337.941,0
7.68,815,591.187,1
6.93,883,801.917,0
7.48,918,952.818,1
7.74,907,1022.419,0
6.36,905,1019.482,0
6.36,888,936.778,1
6.72,850,785.21,0
6.82,777,569.009,0
6.76,631,314.655,1
7.2,316,75.285,1
6.13,0,0,0
6.63,0,0,1
6.72,0,0,0
7.13,0,0,0
6.65,0,0,1
7.04,0,0,1
6.81,0,0,0
7.57,0,0,0
6.26,0,0,1
6.81,0,0,1
7.39,0,0,0
7.45,0,0,1
9.06,322,84.696,1
8.17,654,335.097,0
8.3,816,593.826,1
9.24,887,805.706,0
8.37,923,957.689,0
6.12,935,1033.556,0
6.23,933,1029.135,1
6.76,915,944.368,0
6.67,871,789.677,0
6.42,795,570.203,0
7.21,649,314.304,0
6.86,314,74.176,0
6.42,0,0,0
7.37,0,0,1
6.45,0,0,1
7.1,0,0,1
7.22,0,0,1
7.14,0,0,1
8.03,0,0,0
7.95,0,0,1
7.48,0,0,1
6.44,0,0,1
7.34,0,0,0
6.69,0,0,0
7.27,323,85.409,0
7.3,653,334.801,0
6.74,794,587.904,0
7.4,868,803.352,0
7.59,910,952.652,1
6.64,895,1018.198,1
6.95,895,1015.476,1
6.73,374,709.274,0
7.01,837,778.925,0
7.42,274,384.973,1
6.53,595,304.511,1
6.96,247,66.087,1
6.45,0,0,0
7.27,0,0,1
6.76,0,0,0
6.73,0,0,1
6.93,0,0,1
7.36,0,0,0
6.68,0,0,0
7.32,0,0,0
7.27,0,0,1
7.33,0,0,1
6.44,0,0,1
7.41,0,0,1
9.13,58,46.496,0
6.59,150,195.26,0
6.44,761,577.497,1
6.92,633,722.414,1
7.84,876,941.25,1
8.11,203,647.109,1
6.74,272,710.832,0
6.66,374,707.76,1
6.46,296,545.722,1
6.55,0,112.065,0
6.49,256,208.963,1
7.11,253,63.763,0
6.2,0,0,1
6.83,0,0,1
7.54,0,0,1
6.64,0,0,0
6.25,0,0,0
8.74,0,0,0
9.43,0,0,1
19.93,0,0,0
19.55,0,0,1
25.29,0,0,1
27.84,0,0,0
27.36,0,0,1
26.87,311,83.005,1
29.23,638,329.186,0
28.39,785,583.187,1
28.42,853,795.078,0
28.53,892,942.208,1
29.24,910,1019.783,1
29.03,912,1016.116,0
27.99,896,932.629,0
28.41,847,776.228,0
29.13,411,443.651,0
29.18,611,300.863,0
31.58,254,64.042,0
27.92,0,0,0
27.34,0,0,0
27.96,0,0,0
28.49,0,0,0
25.42,0,0,1
24.08,0,0,0
23.69,0,0,0
22.53,0,0,0
24.63,0,0,0
24.85,0,0,0
24.57,0,0,1
23.21,0,0,1
23.34,300,83.005,0
24.02,635,331.193,0
22.68,781,584.772,1
21.3,851,799.489,1
22.14,889,951.367,1
22.47,895,1016.859,0
22.07,900,1014.752,0
21.57,884,935.877,1
22.58,848,776.069,0
20.72,766,554.932,1
10.87,606,297.478,1
9.5,217,58.678,1
10.38,0,0,1
8.97,0,0,1
8.24,0,0,1
7.99,0,0,0
8.96,0,0,1
8.23,0,0,1
8.27,0,0,1
6.95,0,0,1
6.39,0,0,0
8.53,0,0,0
6.37,0,0,0
7.09,0,0,0
8.28,264,78.811,1
6.59,602,325.819,0
6.45,769,585.027,0
7.72,846,799.34,0
6.44,893,955.173,0
6.43,916,1027.339,1
7.58,924,1025.508,1
6.23,911,940.06,1
6.26,889,784.647,1
6.98,812,564.378,0
6.9,659,303.926,0
7.24,269,62.161,0
7.29,0,0,0
6.51,0,0,0
7.46,0,0,1
6.5,0,0,0
6.92,0,0,1
7.45,0,0,1
7.34,0,0,0
7.13,0,0,1
6.3,0,0,0
6.5,0,0,0
7.01,0,0,1
6.86,0,0,1
7.16,359,87.752,0
6.32,700,343.268,1
6.76,826,599.512,1
6.78,898,813.062,0
6.6,937,965.93,0
6.31,931,1035.083,1
6.23,932,1029.339,1
6.83,916,942.535,1
6.78,881,786.039,0
6.68,802,561.893,1
6.24,642,299.454,1
6.9,240,58.681,1
7.38,0,0,0
7.08,0,0,1
8.36,0,0,0
9.46,0,0,1
9.3,0,0,1
7.53,0,0,1
8.09,0,0,0
20.45,0,0,0
20.51,0,0,1
19.34,0,0,1
22.41,0,0,0
23.52,0,0,0
22.33,333,84.605,1
22.93,686,340.012,0
27.92,832,600.591,1
22.91,904,813.748,0
24.56,942,967.165,0
22.35,948,1040.286,0
22.06,949,1034.103,1
23.85,932,946.019,0
23.02,900,785.32,0
23.04,821,562.008,0
0.89,662,299.353,0
0.89,254,57.36,0
16.43,0,0,1
18.32,0,0,0
17.03,0,0,1
17.02,0,0,0
17.9,0,0,1
15.31,0,0,1
16.47,0,0,0
16.07,0,0,0
14.76,0,0,0
6.79,0,0,1
4.85,0,0,1
6.14,0,0,1
6.13,386,89.949,1
4.49,733,348.765,0
6.28,868,610.815,0
5.69,935,824.954,1
4.73,970,979.094,0
6.38,972,1049.8,0
4.64,966,1040.847,1
5.95,943,950.374,1
6.12,901,784.934,1
4.84,819,560.875,1
5.95,658,297.306,0
5,241,54.569,0
6.01,0,0,0
5.82,0,0,1
4.88,0,0,0
6.25,0,0,0
6.09,0,0,1
4.67,0,0,1
6.04,0,0,1
5.99,0,0,0
4.61,0,0,0
6.21,0,0,1
4.67,0,0,1
6.02,0,0,0
5.83,285,79.68,1
5.43,625,325.091,1
7.43,761,576.913,0
7.4,827,785.248,0
6.55,868,936.352,1
7.14,891,1012.896,1
6.97,896,1000.562,0
7.07,886,921.526,0
7.13,831,755.258,1
6.11,690,503.567,0
7.56,475,245.198,1
7.43,0,23.922,0
5.84,0,0,1
6.85,0,0,0
6.07,0,0,1
5.28,0,0,0
7.6,0,0,0
6.25,0,0,0
7.22,0,0,1
6.75,0,0,1
4.75,0,0,1
6.22,0,0,0
6.03,0,0,1
5.44,0,0,1
6.29,165,59.33,0
5.68,383,255.081,0
5.71,799,574.158,0
6.06,384,592.682,1
5.1,504,780.793,1
6.14,471,827.798,1
6.38,124,545.52,0
9.66,302,643.99,0
16.45,102,370.475,0
18.15,457,430.808,0
18.71,109,141.925,1
17.73,0,20.919,0
18.11,0,0,1
17.58,0,0,0
18.11,0,0,1
19.64,0,0,1
16.66,0,0,1
17.31,0,0,0
18.6,0,0,1
18.72,0,0,1
18.2,0,0,0
20.09,0,0,0
17.84,0,0,0
19.2,0,0,0
19.18,0,11.357,0
18.03,0,60.887,1
19.01,536,487.544,0
18.09,375,585.654,0
18.96,122,501.696,1
17.7,46,408.217,0
16.69,102,504.809,0
18.94,0,42.788,1
18.93,819,741.17,0
17.17,745,524.104,0
18.35,577,268.39,1
19.03,129,35.964,0
19.05,0,0,0
20.76,0,0,0
19.2,0,0,1
17.77,0,0,0
18.71,0,0,1
19.95,0,0,1
17.18,0,0,0
16.72,0,0,1
17.45,0,0,0
11.49,0,0,0
5.29,0,0,1
7.47,0,0,1
5.99,364,86.089,0
4.56,729,342.113,0
5.65,858,601.639,1
4.98,918,811.483,1
5.53,953,963.132,1
6.12,960,1034.015,1
6.2,962,1027.078,1
6.56,950,937.914,0
5.72,914,773.407,1
4.76,843,551.382,0
5.85,684,285.699,1
4.46,208,44.682,0
6.1,0,0,1
5.87,0,0,0
4.3,0,0,0
6.38,0,0,0
7.01,0,0,1
5.19,0,0,1
5.79,0,0,1
4.9,0,0,0
5.4,0,0,1
5.67,0,0,1
4.82,0,0,0
5.61,0,0,0
5.88,331,81.656,1
4.57,695,331.114,1
5.69,833,585.06,0
5.59,900,794.421,0
4.9,933,941.733,0
6.02,930,1010.417,0
4.22,930,1002.616,1
6.09,915,915.178,0
5.54,879,757.115,0
4.22,801,533.73,0
6.16,631,272.529,0
5.4,148,35.966,1
4.57,0,0,0
5.85,0,0,1
4.34,0,0,1
5.88,0,0,0
5.76,0,0,1
4.62,0,0,0
5.52,0,0,1
5.79,0,0,1
4.76,0,0,0
5.51,0,0,0
5.55,0,0,0
4.72,0,0,0
5.83,341,83.76,0
4.39,724,340.666,1
5.77,868,599.166,0
6,938,814.765,1
4.56,975,966.5,1
6.14,980,1037.282,0
5.7,979,1027.874,1
8.31,961,936.26,0
16.66,924,770.509,1
16.51,844,545.297,0
15.73,674,278.867,0
17.64,175,37.044,0
18.86,0,0,1
18.29,0,0,1
19.93,0,0,1
19.49,0,0,0
17.94,0,0,1
19.69,0,0,1
18.86,0,0,0
19.17,0,0,1
18.41,0,0,1
19.42,0,0,0
19.17,0,0,0
19.1,0,0,0
19.54,317,79.54,0
18.87,539,288.539,0
20.22,847,587.566,1
19.61,915,796.007,0
21.21,950,943.928,1
20.59,956,1014.982,1
19.33,957,1007.353,1
20.75,939,917.172,1
20.42,897,752.893,0
20.29,817,531.708,0
18.4,645,268.846,0
19.22,140,31.454,1
18.78,0,0,0
16.49,0,0,0
18.83,0,0,0
18.9,0,0,1
16.85,0,0,0
17.64,0,0,0
18.43,0,0,0
17.09,0,0,0
13.05,0,0,1
6.22,0,0,1
4.73,0,0,1
6.01,0,0,1
5,293,76.33,0
5.63,677,325.434,0
5.79,812,577.232,1
4.54,867,782.63,0
6.37,894,919.438,0
5.73,896,984.114,1
4.85,887,970.627,1
5.94,39,338.222,0
5.69,37,271.477,1
4.61,544,441.957,1
5.81,537,243.145,1
4.64,0,0,1
5.69,0,0,1
6.19,0,0,1
4.35,0,0,1
5.83,0,0,0
5.92,0,0,1
4.29,0,0,1
5.81,0,0,0
5.41,0,0,0
4.73,0,0,0
5.56,0,0,1
4.78,0,0,0
5.21,0,0,1
5.64,230,66.936,0
4.57,616,304.129,0
5.5,114,285.004,1
7.32,31,274.411,1
6.03,563,796.33,0
7.12,463,796.88,1
7.32,402,744.427,1
5.67,127,476.824,0
7.16,0,100.218,0
7.06,122,258.012,1
6.07,0,59.544,1
7.01,0,0,0
6.93,0,0,1
4.37,0,0,1
5.41,0,0,1
6.13,0,0,1
4.18,0,0,1
5.73,0,0,1
5.77,0,0,1
4.29,0,0,1
5.71,0,0,1
5.77,0,0,1
4.6,0,0,0
5.55,0,0,1
5.65,0,18.96,1
4.54,298,218.635,1
5.46,781,555.281,1
6.02,464,616.492,1
4.2,950,925.659,0
5.73,283,682.024,0
5.93,967,989.953,0
6.84,940,897.664,0
16.7,868,727.31,0
17.55,783,509.337,0
17.43,596,249.493,1
20.36,0,0,1
18.72,0,0,0
17.26,0,0,0
17.38,0,0,1
15.78,0,0,0
17.18,0,0,1
22.01,0,0,1
19.37,0,0,0
20.25,0,0,1
20.64,0,0,0
19.13,0,0,1
17.96,0,0,0
18.6,0,0,1
19.34,347,81.47,0
17.32,743,337.038,1
19.11,879,591.402,1
18.72,944,801.898,0
16.02,977,950.011,0
16.98,978,1016.789,0
16.36,976,1006.273,1
16.57,957,914.365,0
17.45,913,747.373,1
17.43,829,523.054,0
16.47,645,257.117,1
17.12,0,0,0
15.67,0,0,0
16.97,0,0,0
17.13,0,0,1
15.64,0,0,1
16.47,0,0,1
13.08,0,0,0
4.71,0,0,1
5.74,0,0,1
4,0,0,1
5.59,0,0,0
5.59,0,0,0
4.14,0,0,0
5.55,35,28.681,1
4.47,0,39.837,1
5.7,0,16.114,0
5.21,0,67.496,0
4.64,21,276.281,0
7,0,109.964,0
6.45,0,76.153,0
6.85,8,184.246,0
6.85,12,193.114,0
4.51,41,186.426,1
5.7,0,61.873,0
5.39,0,0,1
4.37,0,0,0
5.64,0,0,1
5.16,0,0,0
4.67,0,0,1
6.06,0,0,0
4.24,0,0,1
5.53,0,0,0
5.95,0,0,1
4.19,0,0,1
5.61,0,0,1
5.56,0,0,1
4.37,0,0,1
5.65,297,75.866,0
4.53,726,335.027,1
5.46,878,595.633,0
5.29,948,810.08,0
4.5,983,958.536,1
5.39,990,1028.392,0
5.32,987,1015.265,1
4.62,967,920.344,0
5.22,924,751.682,1
5.55,839,524.155,1
4.54,647,254.573,1
5.52,0,0,0
4.72,0,0,0
5.11,0,0,1
5.42,0,0,0
3.97,0,0,0
5.83,0,0,0
5.32,0,0,0
4.34,0,0,1
5.5,0,0,0
5.34,0,0,0
4.22,0,0,1
5.45,0,0,1
5.57,0,0,0
4.06,279,72.088,0
5.68,706,327.038,1
5.27,860,588.032,1
4.36,931,798.042,1
5.71,968,945.868,1
5.22,981,1016.782,1
4.58,981,1005.16,0
5.27,962,911.442,0
4.76,919,743.518,1
4.9,835,517.728,0
5.15,647,250.956,1
4.85,0,0,0
4.88,0,0,1
5.3,0,0,0
4.4,0,0,1
5.02,0,0,0
5.47,0,0,0
4.22,0,0,0
5.27,0,0,0
6.44,0,0,1
5.66,0,0,0
7.25,0,0,1
6.51,0,0,1
5.66,0,0,0
6.03,308,74.288,1
5.21,739,333.234,0
4.16,891,594.285,0
5.49,963,810.458,0
5.62,1000,961.67,0
4.12,1002,1029.595,0
6.51,1001,1017.776,0
6.29,982,922.485,1
6.14,943,752.503,0
7.06,860,521.848,0
4.57,670,253.199,1
5.75,0,0,0
5.38,0,0,1
4.19,0,0,0
5.97,0,0,1
5.43,0,0,0
4.43,0,0,1
5.63,0,0,1
4.5,0,0,0
5.26,0,0,1
5.42,0,0,0
4.45,0,0,0
5.28,0,0,1
5.73,0,0,0
4.29,312,75.173,0
5.21,739,332.568,1
5.51,894,593.742,0
4.39,959,805.874,1
5.62,992,953.909,0
4.47,989,1017.636,1
5.56,986,1005.062,1
5.63,964,909.445,0
4.48,922,740.99,0
5.97,832,513.194,0
5.46,628,242.275,1
4.73,0,0,0
5.68,0,0,1
5.23,0,0,1
4.9,0,0,1
5.44,0,0,1
4.54,0,0,1
5.72,0,0,0
5.59,0,0,0
4.25,0,0,1
5.7,0,0,1
5.68,0,0,1
4.11,0,0,0
6.04,0,0,1
5.43,217,60.279,1
4.3,648,307.035,1
5.88,825,563.4,0
5.17,897,768.017,0
5,932,911.301,1
5.74,934,974.877,1
4.49,928,962.196,0
5.41,904,868.074,0
5.93,874,708.343,1
4.22,781,487.01,1
5.5,574,227.089,1
6.07,0,0,0
4.29,0,0,0
5.65,0,0,0
5.78,0,0,0
4.21,0,0,0
5.6,0,0,0
5.65,0,0,0
4.51,0,0,0
5.35,0,0,1
5.94,0,0,1
4.36,0,0,1
5.48,0,0,1
6.02,0,0,1
4.05,193,55.304,1
5.79,122,149.818,0
5.79,791,551.588,0
4.32,862,756.102,0
5.73,893,891.461,1
5.25,901,954.759,0
4.86,0,56.119,1
5.4,14,224.241,1
4.81,794,680.894,1
5.06,539,405.323,1
5.41,0,1.891,1
5.06,0,0,1
4.78,0,0,0
5.62,0,0,1
5.23,0,0,1
6.55,0,0,0
7.38,0,0,0
5.52,0,0,1
6.99,0,0,0
6.97,0,0,0
5.66,0,0,1
6.87,0,0,0
5.5,0,0,0
4.36,0,0,0
5.2,0,22.091,0
5.65,597,292.692,1
4.1,778,546.301,0
5.28,866,758.747,0
6.18,912,900.458,0
